near_group_id,image_id,rel_path,label,class_name,phash,exact_group_id,split
phash_001165,8b71c13b000242a3,PCOS/infected/image10691.jpg,1,infected,847e4eaf7e81701c,md5_6a10f25670b06599a31d046f527d4c3e,
phash_001165,8bc32b95c5bdc712,PCOS/infected/image10692.jpg,1,infected,927f57a70fc06886,md5_eb561338ba19752aecb9fc2235594e69,
phash_001165,24d598d50a2326ee,PCOS/infected/image10696.jpg,1,infected,967f47a72f806816,md5_b84aeb8e5397e7027894dde43a58d713,
phash_001165,d9d8d0579dcc6a07,PCOS/infected/image10709.jpg,1,infected,867f47a70f807817,md5_e5bb0d6de2dd683640dd4c5410ec9a18,
phash_001165,eefc2a0a0e6031ad,PCOS/infected/image10715.jpg,1,infected,933b47b12bd07c13,md5_dcf26005e47c946a253be9cf2107b3da,
phash_001165,600d454cf717c91e,PCOS/infected/image10718.jpg,1,infected,827b47a50bf07c96,md5_f85a5df2b228b2eac35b96abada7861d,
phash_001165,bd31313604bffa47,PCOS/infected/image10720.jpg,1,infected,a77e0f6f07c01c85,md5_7faf38f1931bf5baa630f2df207e6953,
phash_001165,c3f7c0baeb4e2441,PCOS/infected/image10722.jpg,1,infected,927b47a72fc07816,md5_8c346ed63391564186421aac8b350f59,
phash_001165,9d89350b326b10cb,PCOS/infected/image10732.jpg,1,infected,927b47a72bc07817,md5_df2bb6a3170580b530a4bb226ac223ef,
phash_001165,b9c48504c26bf0aa,PCOS/infected/image10736.jpg,1,infected,857e0eef5e81708c,md5_da7080e86edfc7f7f4dcf71c7a8cfda1,
phash_001165,a2c77d0cb8d1166e,PCOS/infected/image10749.jpg,1,infected,8d7e0fee0fc0708a,md5_6c3e07dad7a5745f629f148c1042b224,
phash_001165,08fe0ece459511c8,PCOS/infected/image10755.jpg,1,infected,967f47af06e05885,md5_31c15d2dd25db0d03e93e62688379db0,
phash_001165,ef147aeac0393c86,PCOS/infected/image10757.jpg,1,infected,847e0eaf7e81701d,md5_599a1a8da315db472d20837c1b65b95e,
phash_001165,dd828dad9ecb8557,PCOS/infected/image10758.jpg,1,infected,967f47a72f806816,md5_ff09f2fedaa9f27f62c0ab5fddefb335,
phash_001165,b688452be719d33b,PCOS/infected/image10762.jpg,1,infected,937b47a12bd07c07,md5_183d124c498a060d7d7fff19d84f9bcb,
phash_001165,f687e5b784b4eb08,PCOS/infected/image10763.jpg,1,infected,967e4fa75e817014,md5_7f8ec027bb6d315513816ca37469cd80,
phash_001165,d994ecb3eacf0a8c,PCOS/infected/image10771.jpg,1,infected,927f57a72f806816,md5_53aed33cc051f6d01169835508d7cfdd,
phash_001165,7c4a5551f037ac10,PCOS/infected/image10776.jpg,1,infected,937f57a72bc06806,md5_8926a27fb322875e151d48cae118b615,
phash_001165,2974c1f957611541,PCOS/infected/image10787.jpg,1,infected,937f57a70fc06884,md5_0c0a0e4bef62f9ed255637dc5364be42,
phash_001165,ede1480a41312ccf,PCOS/infected/image10793.jpg,1,infected,927f57a72f806816,md5_101e6fe1f7090d1c5e1a02b084312833,
phash_001165,0acf23ac1eb2d251,PCOS/infected/image10795.jpg,1,infected,927b57b72f806816,md5_343a5e969ccb1a8e599e15bc54659b0d,
phash_001165,5d4c7e61d8fc558b,PCOS/infected/image10796.jpg,1,infected,8d7e0eee1cc2708e,md5_7415e1000a6ae15096c91365513b1d5e,
phash_001165,a7c22f6989f2260d,PCOS/infected/image10797.jpg,1,infected,857e0eef5e81708c,md5_f6df1f7d8f4067686815100b04754e9e,
phash_001165,9d039253b5bd0c1b,PCOS/infected/image10798.jpg,1,infected,b37f572f00e01ec1,md5_8d8d10eb3d0c2517d03353d846a780b8,
phash_001165,d408bce95a7d961c,PCOS/infected/image10800.jpg,1,infected,933b41b12bf46f82,md5_22765aa597d897493c921317fd9cff6b,
phash_001165,662c098a271ba65b,PCOS/infected/image10810.jpg,1,infected,b27f572f40681ec1,md5_3a18c43a50a40bfd90a602a20a234679,
phash_001165,6a1b68f036fb4d2a,PCOS/infected/image10820.jpg,1,infected,b27f572f02e01ec1,md5_8c783f39f04266117a27a9dd3e8eeb42,
phash_001165,e4018ffa6485364f,PCOS/infected/image10822.jpg,1,infected,967f47af06e01e81,md5_9681e8c64b877f2a321d8b0a570451ae,
phash_001165,b795c2c5dc72e84c,PCOS/infected/image10826.jpg,1,infected,b37f572f40701e81,md5_26de59c71903b96a91874c96198c08ae,
phash_001165,999ae5d11e1991fb,PCOS/infected/image10832.jpg,1,infected,82f85e952f87613a,md5_2ba30b0af103741da20504de63c2d795,
phash_001165,f47469b85a45c922,PCOS/infected/image10834.jpg,1,infected,d33a51b028f66fc2,md5_442f78efc7f16b93e5c31f888d7bb903,
phash_001165,7563aae533584aad,PCOS/infected/image10840.jpg,1,infected,927a57a72f866816,md5_ab4e75bedc173a2d91d088343d43000e,
phash_001165,8f475d627f23d026,PCOS/infected/image10846.jpg,1,infected,923a57b52f83683a,md5_3fc2a15ac3f08c48261f54815a4db407,
phash_001165,784ebc21f7678cc4,PCOS/infected/image10857.jpg,1,infected,d33a51b028d66fd2,md5_87f1ff5b0adf460968267d9c34c55a99,
phash_001165,266fcaad7019b80d,PCOS/infected/image10858.jpg,1,infected,933b47a52bd07c16,md5_7d46cf82030cd572257efe2d671d46be,
phash_001165,aedfa5e0b9f34e0b,PCOS/infected/image10862.jpg,1,infected,927857a73f876814,md5_bbeaca0a614c92391947bd47d3cd4761,
phash_001165,81053b45e88b9a68,PCOS/infected/image10879.jpg,1,infected,977f47af06e05884,md5_22be98022db513a1266b34ba8cb0ecbf,
phash_001165,829974cece281174,PCOS/infected/image10880.jpg,1,infected,977f072f07e05c81,md5_116be688dbd1bd9ce567e6cec9aab5d8,
phash_001165,592e87e111fdcc2f,PCOS/infected/image10882.jpg,1,infected,927f57a72fc06806,md5_86f6d030ee44537303ae024fdfd505dd,
phash_001165,a89bc03097ff29d4,PCOS/infected/image10890.jpg,1,infected,923857b52f87683a,md5_5364e4486415e9579456383a86dc7bda,
phash_001165,d3e510316e2fec51,PCOS/infected/image10899.jpg,1,infected,947857a73f876814,md5_eec2ba1f2213e8927297284a144fd883,
phash_001165,b3f05d8cf830d1b4,PCOS/infected/image10900.jpg,1,infected,927f57af07c05a84,md5_1b5e1e01c8f62b24b8caaabb6191a549,
phash_001165,55d9e246e387883d,PCOS/infected/image10901.jpg,1,infected,927f57a72fc06806,md5_96e1ff4c793b71d10fb5b9c38cf8dc32,
phash_001165,581b9791e0433908,PCOS/infected/image10902.jpg,1,infected,933b43b12bd46f82,md5_6f1b040172fec910d3e496a36b8bc342,
phash_001165,33eea76e2cb2cf31,PCOS/infected/image10904.jpg,1,infected,967f47a70fa07884,md5_20873596dfde51b23673b51506f7808f,
phash_001165,b87f23f3d339ba55,PCOS/infected/image10905.jpg,1,infected,d33a50b028f66fd2,md5_79574a0d523281be84a453008900ae6c,
phash_001165,efc853fb2a9c6d3d,PCOS/infected/image10907.jpg,1,infected,92785eb52f876132,md5_a9cde194a2f55d183cab211d4cb0cf3d,
phash_001165,6441ff1fba7d47c9,PCOS/infected/image10930.jpg,1,infected,933b47b12bd07c13,md5_fbeb367aa451ec2f1748459745d0b70f,
phash_001165,f68dd1b9859160ce,PCOS/infected/image10946.jpg,1,infected,8d7e0fee0fc0708a,md5_6c3e07dad7a5745f629f148c1042b224,
phash_001165,47064b3ccadfba7a,PCOS/infected/image10952.jpg,1,infected,967f47af06e05885,md5_31c15d2dd25db0d03e93e62688379db0,
phash_001165,febf816e1339bcf6,PCOS/infected/image10954.jpg,1,infected,847e0eaf7e81701d,md5_599a1a8da315db472d20837c1b65b95e,
phash_001165,c3c6874d9d8b83ce,PCOS/infected/image10955.jpg,1,infected,967f47a72f806816,md5_ff09f2fedaa9f27f62c0ab5fddefb335,
phash_001165,6f48030134ae7fa4,PCOS/infected/image10959.jpg,1,infected,937b47a12bd07c07,md5_183d124c498a060d7d7fff19d84f9bcb,
phash_001165,a16c85409157805a,PCOS/infected/image10960.jpg,1,infected,967e4fa75e817014,md5_7f8ec027bb6d315513816ca37469cd80,
phash_001165,7875e446e6d7f0c6,PCOS/infected/image10968.jpg,1,infected,927f57a72f806816,md5_53aed33cc051f6d01169835508d7cfdd,
phash_001165,85d0d5ccbab1ed3b,PCOS/infected/image10973.jpg,1,infected,937f57a72bc06806,md5_8926a27fb322875e151d48cae118b615,
phash_001165,a1e51ba1f7837d7d,PCOS/infected/image10984.jpg,1,infected,937f57a70fc06884,md5_0c0a0e4bef62f9ed255637dc5364be42,
phash_001165,ec26c623d6626697,PCOS/infected/image10990.jpg,1,infected,927f57a72f806816,md5_101e6fe1f7090d1c5e1a02b084312833,
phash_001165,ce4f64ea092d9c5d,PCOS/infected/image10992.jpg,1,infected,927b57b72f806816,md5_343a5e969ccb1a8e599e15bc54659b0d,
phash_001165,d2b6282d7dc865f2,PCOS/infected/image10993.jpg,1,infected,8d7e0eee1cc2708e,md5_7415e1000a6ae15096c91365513b1d5e,
phash_001165,72a7cb8f69c3fd17,PCOS/infected/image10994.jpg,1,infected,857e0eef5e81708c,md5_f6df1f7d8f4067686815100b04754e9e,
phash_001165,154391c819887b20,PCOS/infected/image10995.jpg,1,infected,b37f572f00e01ec1,md5_8d8d10eb3d0c2517d03353d846a780b8,
phash_001165,b514b434745a0ce1,PCOS/infected/image10997.jpg,1,infected,933b41b12bf46f82,md5_22765aa597d897493c921317fd9cff6b,
phash_001165,b5e0f4c0c05bddce,PCOS/infected/image11007.jpg,1,infected,b27f572f40681ec1,md5_3a18c43a50a40bfd90a602a20a234679,
phash_001165,bb84df23605d9b7c,PCOS/infected/image11017.jpg,1,infected,b27f572f02e01ec1,md5_8c783f39f04266117a27a9dd3e8eeb42,
phash_001165,be6c04dcf8c8d19f,PCOS/infected/image11019.jpg,1,infected,967f47af06e01e81,md5_9681e8c64b877f2a321d8b0a570451ae,
phash_001165,885874a57fff2e0d,PCOS/infected/image11023.jpg,1,infected,b37f572f40701e81,md5_26de59c71903b96a91874c96198c08ae,
phash_001165,89dbbce14bb6ba8e,PCOS/infected/image11029.jpg,1,infected,82f85e952f87613a,md5_2ba30b0af103741da20504de63c2d795,
phash_001165,1f518ea63ef96999,PCOS/infected/image11031.jpg,1,infected,d33a51b028f66fc2,md5_442f78efc7f16b93e5c31f888d7bb903,
phash_001165,5db7cdb167341364,PCOS/infected/image11037.jpg,1,infected,927a57a72f866816,md5_ab4e75bedc173a2d91d088343d43000e,
phash_001165,fb34b17f38717d52,PCOS/infected/image11043.jpg,1,infected,923a57b52f83683a,md5_3fc2a15ac3f08c48261f54815a4db407,
phash_001165,588bde8080ff73bd,PCOS/infected/image11054.jpg,1,infected,d33a51b028d66fd2,md5_87f1ff5b0adf460968267d9c34c55a99,
phash_001165,9dddfa88c106e65b,PCOS/infected/image11055.jpg,1,infected,933b47a52bd07c16,md5_7d46cf82030cd572257efe2d671d46be,
phash_001165,586a8da76ad5f165,PCOS/infected/image11059.jpg,1,infected,927857a73f876814,md5_bbeaca0a614c92391947bd47d3cd4761,
phash_001165,129707d4eb1c870b,PCOS/infected/image11076.jpg,1,infected,977f47af06e05884,md5_22be98022db513a1266b34ba8cb0ecbf,
phash_001165,8258546afd8d19e2,PCOS/infected/image11077.jpg,1,infected,977f072f07e05c81,md5_116be688dbd1bd9ce567e6cec9aab5d8,
phash_001165,24d1bcdcd760845c,PCOS/infected/image11079.jpg,1,infected,927f57a72fc06806,md5_86f6d030ee44537303ae024fdfd505dd,
phash_001165,63aae79ba8d90ae1,PCOS/infected/image11088.jpg,1,infected,923857b52f87683a,md5_5364e4486415e9579456383a86dc7bda,
phash_001165,8eac1d1073372590,PCOS/infected/image11100.jpg,1,infected,947857a73f876814,md5_eec2ba1f2213e8927297284a144fd883,
phash_001165,0cd6401ae92f6e57,PCOS/infected/image11101.jpg,1,infected,927f57af07c05a84,md5_1b5e1e01c8f62b24b8caaabb6191a549,
phash_001165,eecc49d92651ed9c,PCOS/infected/image11102.jpg,1,infected,927f57a72fc06806,md5_96e1ff4c793b71d10fb5b9c38cf8dc32,
phash_001165,da5c1f1db3d402f8,PCOS/infected/image11103.jpg,1,infected,933b43b12bd46f82,md5_6f1b040172fec910d3e496a36b8bc342,
phash_001165,db035b494d9b17dd,PCOS/infected/image11105.jpg,1,infected,967f47a70fa07884,md5_20873596dfde51b23673b51506f7808f,
phash_001165,81c85e902263c646,PCOS/infected/image11106.jpg,1,infected,d33a50b028f66fd2,md5_79574a0d523281be84a453008900ae6c,
phash_001165,718b82c03cede473,PCOS/infected/image11108.jpg,1,infected,92785eb52f876132,md5_a9cde194a2f55d183cab211d4cb0cf3d,
phash_001165,31b8774f8d446641,PCOS/infected/image11132.jpg,1,infected,933b47b12bd07c13,md5_fbeb367aa451ec2f1748459745d0b70f,
phash_001165,e45c0fe7511bb6a7,PCOS/infected/image11157.jpg,1,infected,927f57a72fc06806,md5_4a532020b5ba6acc87e6b1def93b583e,
phash_001165,e0c006bcb296cee7,PCOS/infected/image11168.jpg,1,infected,927b57a72fc06816,md5_f041806b9d406886c17003430f49cf87,
phash_001165,c0f1148892162817,PCOS/infected/image11169.jpg,1,infected,d33a51b02bd66f82,md5_d42233236b4384a38f894c64834cc027,
phash_001165,65ba6910a358776a,PCOS/infected/image11170.jpg,1,infected,927f57a72f806816,md5_fc35ddfe07413b1ac5835cbbba2a5bc5,
phash_001165,6441e6d286306ba8,PCOS/infected/image11172.jpg,1,infected,927f57a72f806816,md5_c0f4b6baf8670c2586e48c05d0c6a42b,
phash_001165,69803232721c79d4,PCOS/infected/image11187.jpg,1,infected,927f57a72f806816,md5_145713469439f93a3349c31049e25a76,
phash_001165,cc9a50637ef86f1f,PCOS/infected/image11188.jpg,1,infected,933f41b129f07d13,md5_22e928ca36538a592caa3d906d2cfa80,
phash_001165,4dba0521b4865aa8,PCOS/infected/image11194.jpg,1,infected,d33a51b028f66f92,md5_01927c77221307073d1788c6fd2f4cd3,
phash_001165,9722bc1870a17a3f,PCOS/infected/image11216.jpg,1,infected,967f47a75e817804,md5_fb564b42a8feecfdea1358c7d287c17c,
phash_001165,a3605801776fb0ed,PCOS/infected/image11217.jpg,1,infected,927f57a72f806816,md5_10710f2f52b23e57acb1affe516c7b50,
phash_001165,b01dd27712e06d59,PCOS/infected/image11218.jpg,1,infected,967f57a72e806816,md5_86250a8caa3cef4330c8a83a255019b8,
phash_001165,5161e860f68a6768,PCOS/infected/image11219.jpg,1,infected,867f47af0ea07885,md5_7ad1a2ddc05341cbb794ea76ae59334b,
phash_001165,e803aff2d1a83dcd,PCOS/infected/image11227.jpg,1,infected,967b57a73e846814,md5_b8db221fc2840d34655b926c1892b914,
phash_001165,85c698c7cc3acb7b,PCOS/infected/image11236.jpg,1,infected,b37f572f02e01e81,md5_c63b606b600558dfce13aabd816b3148,
phash_001165,0a8193aeccddf0d0,PCOS/infected/image11238.jpg,1,infected,d33a51b028d66fd2,md5_054575eb5b1d9a2adc178fb9bba735ec,
phash_001165,9caba022b926d94d,PCOS/infected/image11251.jpg,1,infected,d33a51b028f66f92,md5_81a8f6266fa45db3a6af9875567ccfaf,
phash_001165,2fd3d10bd61f25b6,PCOS/infected/image11252.jpg,1,infected,927857a53f876834,md5_80892c460e11e2276ca13256cc40ab9c,
phash_001165,df8e3319b1ef4e8c,PCOS/infected/image11263.jpg,1,infected,857e0eef5e81700d,md5_f14c0007f9d02e410424a2d514056ff4,
phash_001165,8255797dd6e54033,PCOS/infected/image11267.jpg,1,infected,967f47af0e807885,md5_3abb8ac07a572fcead5f2fa920198276,
phash_001165,6abc93bdb1a6f537,PCOS/infected/image11269.jpg,1,infected,927b47a52bd07c16,md5_b3e35fcbbde2b2c769f00ff7081d2e31,
phash_001165,9a8e70e286eae30c,PCOS/infected/image11272.jpg,1,infected,927b47a50bf07a86,md5_cb3de4d70b8bc59ea154995b3130b3fd,
phash_001165,8f50a295e08ccb97,PCOS/infected/image11275.jpg,1,infected,927f57a72f806816,md5_13b9dd6cb4680fb2e95f5a0826159b08,
phash_001165,eb1fa4d766169ef5,PCOS/infected/image11280.jpg,1,infected,b77f076f05e01c82,md5_3f0b9e5ff2a62c65c6d3b997a3bc8ec7,
phash_001165,3dd5f00dc835bf5c,PCOS/infected/image11288.jpg,1,infected,b37f572f00e01ec1,md5_111f834cd6fe77a6a3288c69b819619f,
phash_001165,9ae74f96c1016604,PCOS/infected/image11303.jpg,1,infected,867e0eef5e81700d,md5_8297059c866d336fc3080e02fe7d70c8,
phash_001165,d83da51f1e947ccb,PCOS/infected/image11304.jpg,1,infected,82f85ed43f876162,md5_2f5b31facf451e8524240a746f72be53,
phash_001165,b3e3d8284a7410ce,PCOS/infected/image11313.jpg,1,infected,82785ed53f876132,md5_fce109adf76bcf4e785213675d0c1024,
phash_001165,dc7a5f37598f12c8,PCOS/infected/image11319.jpg,1,infected,b37f572f00e01ec1,md5_6f1e958fa434c90f0d89a762f9a5e29c,
phash_001165,356175997856a305,PCOS/infected/image11323.jpg,1,infected,857e0eef5e81700d,md5_760e7b6fef4809aecc16c9474296e7e8,
phash_001165,6548c133d1bbee28,PCOS/infected/image11336.jpg,1,infected,967f47a72e807816,md5_20d0695d24201a7ee4ac705de8649338,
phash_001165,5063b70d0289cc1d,PCOS/infected/image11339.jpg,1,infected,967f47a74e807816,md5_b9b349cb4a2c6a871f249c2e9461c795,
phash_001165,a0448a0afe5d6110,PCOS/infected/image11341.jpg,1,infected,d33a51b028f64fd2,md5_15cf26469cbf97f842893c1390a559ff,
phash_001165,f25b2bbfe87daeaf,PCOS/infected/image11342.jpg,1,infected,933b41b10bf46f92,md5_d3da5012fa726f927896358464fe2f9d,
phash_001165,ceb5be016894e8a8,PCOS/infected/image11352.jpg,1,infected,b27f572f00e81ec1,md5_ee97145740b57766cc9be027435f54d3,
phash_001165,e7b03a55e31d4821,PCOS/infected/image11353.jpg,1,infected,923b47a12bf07c17,md5_9c39ce71d03b3eb42f24e01d49105af3,
phash_001165,d5ecca416e0b2551,PCOS/infected/image11354.jpg,1,infected,937b57a72bc06816,md5_456074584f42e919ec3662fd78041ca0,
phash_001165,a62c2283d5fe0364,PCOS/infected/image11356.jpg,1,infected,923e43b12bf07d13,md5_74fcbacf75b9a1e31a0050335b42ca7f,
phash_001165,f14659a5bb45924c,PCOS/infected/image11359.jpg,1,infected,927f57a72f806816,md5_c5fc3f17d2e4fbe6c48bed8e6ec11e7f,
phash_001165,57545f1633f5cf72,PCOS/infected/image11368.jpg,1,infected,967f47af0ec07884,md5_b29ec1ad3a9dfd25b878d498c3c3b7ed,
phash_001165,a695dfdfe3a80a19,PCOS/infected/image11374.jpg,1,infected,967f47af0e807885,md5_7a43680f4a8909f294efd7f2fca4b5c1,
phash_001165,95404ff986c52cf6,PCOS/infected/image11383.jpg,1,infected,967f47a72e807815,md5_6cc7970dc6f78b2551d760065ec50d1b,
phash_001165,64ffb7d95d07985a,PCOS/infected/image11384.jpg,1,infected,927f57a72f806816,md5_2126dfb577e2b12ac9b84a47f5f5aa03,
phash_001165,66665bd0562581ec,PCOS/infected/image11385.jpg,1,infected,933f41b12bf07d12,md5_6ba1c59b64338eb39c73d441fd7b0df0,
phash_001165,f3246e4326d17357,PCOS/infected/image11390.jpg,1,infected,927f57a70fc06816,md5_d8397025ef3086f04d36c06393bd5249,
phash_001165,1c98b7554175c6d0,PCOS/infected/image11393.jpg,1,infected,967e4fa75e817005,md5_434d66815ef8c6397e4daf8b3be95cda,
phash_001165,aaf57ce7621eb801,PCOS/infected/image11415.jpg,1,infected,b37f572f40680ec1,md5_147a011ab6068d31b8ff9160a8dda2cc,
phash_001165,a994b491247bf5a5,PCOS/infected/image11419.jpg,1,infected,b27f572f03e01e81,md5_7378a4cda4a2d2f3c9077a292d9c1056,
phash_001165,2e0be925eca799da,PCOS/infected/image11422.jpg,1,infected,967f47a74e807885,md5_82743adcb22f042a2bd8bfbfbedb8c6b,
phash_001165,00598b5850c34b4b,PCOS/infected/image11424.jpg,1,infected,857e0cef5e8170ac,md5_f8a4dd561c525b868fcdcc887a3a1dba,
phash_001165,1223d6b50dabaec0,PCOS/infected/image11430.jpg,1,infected,92785e953f876132,md5_1d8442a112fc720c57dffa75a08d5db2,
phash_001165,c2258b156b3e3d9f,PCOS/infected/image11438.jpg,1,infected,867e4fa75e817015,md5_8237dc169ce7d35ed00183a85d7019c3,
phash_001165,d6fa54cf4d75a7b8,PCOS/infected/image11446.jpg,1,infected,967f47a72e807816,md5_434e7c5366807eff32358cb27e86080d,
phash_001165,d29ff7f36cceff89,PCOS/infected/image11460.jpg,1,infected,967f47a75e817804,md5_7d2c9533a0ca209a00c308e6d03e4781,
phash_001165,f0d3ce5aec7b3c7d,PCOS/infected/image11462.jpg,1,infected,927f57a72fc06806,md5_962d883c7138eea74e6c281f2f983df4,
phash_001165,7813ca1b8136c532,PCOS/infected/image11465.jpg,1,infected,827b47a52bd07c17,md5_5f1bed0e512bbf670baf7aab340bbc79,
phash_001165,8fc3c17a8375c77d,PCOS/infected/image11471.jpg,1,infected,977f072f07e01c83,md5_c68b70bf2c6a4b15f81eb3146e30c09b,
phash_001165,037221adc73040cb,PCOS/infected/image11475.jpg,1,infected,a77e076f07e01c83,md5_e2e136f3fe29437cdf0b6ddc214c8ea0,
phash_001165,63432440bf4952c5,PCOS/infected/image11476.jpg,1,infected,927f57a72fc06806,md5_6afd44d9b4deae1330e636427dafe3aa,
phash_001165,cc95c9797ec9ff9a,PCOS/infected/image11478.jpg,1,infected,927f57af0fc06884,md5_878cfc46207351c81c678dbb2d2b0eb2,
phash_001165,b28a6e12704b1a97,PCOS/infected/image11483.jpg,1,infected,923a47b52bd07c17,md5_99fd7460a630f3987a81de6c8949c10e,
phash_001165,451ff843e60581e7,PCOS/infected/image11484.jpg,1,infected,927f572f07e01e81,md5_4db510d9e916b6f4acca201bcfd81834,
phash_001165,4baa83a0157e53f8,PCOS/infected/image11490.jpg,1,infected,937b57a72bc06816,md5_4bab884f39e7f54af04cb67381f18f0d,
