image_id,rel_path,filename,class_name,label,suffix,bytes,readable,width,height,mode,md5,phash,error,exact_group_id,split
1cb15f88caeb951a,PCOS/infected/Image_012.jpg,Image_012.jpg,infected,1,.jpg,12168,True,299,266,RGB,3e06ae48a60ab1678b2f18eba02dff69,b9488517db909ccf,,md5_3e06ae48a60ab1678b2f18eba02dff69,train
ba7bbbedc404fd6b,PCOS/infected/Image_013.jpg,Image_013.jpg,infected,1,.jpg,14858,True,300,300,RGB,ea87301db53fb44cf5b5cead35b9ef4e,95352858b747c95b,,md5_ea87301db53fb44cf5b5cead35b9ef4e,val
330458fe84e6f0e6,PCOS/infected/Image_014.jpg,Image_014.jpg,infected,1,.jpg,14858,True,300,300,RGB,ea87301db53fb44cf5b5cead35b9ef4e,95352858b747c95b,,md5_ea87301db53fb44cf5b5cead35b9ef4e,val
fda1ea54bbea6496,PCOS/infected/Image_015.jpg,Image_015.jpg,infected,1,.jpg,14168,True,300,300,RGB,eb72599b5d242dae12b38b0af012617a,8021fb56b44b9bbc,,md5_eb72599b5d242dae12b38b0af012617a,train
e7ecd37136438c14,PCOS/infected/Image_016.jpg,Image_016.jpg,infected,1,.jpg,14168,True,300,300,RGB,eb72599b5d242dae12b38b0af012617a,8021fb56b44b9bbc,,md5_eb72599b5d242dae12b38b0af012617a,train
62e74e0323da32a3,PCOS/infected/Image_017.jpg,Image_017.jpg,infected,1,.jpg,12383,True,233,216,RGB,c5c36d462bb0002fe48776ad67da063b,80671ee67ad4653a,,md5_c5c36d462bb0002fe48776ad67da063b,train
6be8c98595a971db,PCOS/infected/Image_018.jpg,Image_018.jpg,infected,1,.jpg,12383,True,233,216,RGB,c5c36d462bb0002fe48776ad67da063b,80671ee67ad4653a,,md5_c5c36d462bb0002fe48776ad67da063b,train
c1eedd1d1238605a,PCOS/infected/Image_019.jpg,Image_019.jpg,infected,1,.jpg,11379,True,233,216,RGB,2f08011a62680ad0456d41aeec1042c0,80a15bdbb3359c8d,,md5_2f08011a62680ad0456d41aeec1042c0,train
67274ddc3c5a55f3,PCOS/infected/Image_020.jpg,Image_020.jpg,infected,1,.jpg,11379,True,233,216,RGB,2f08011a62680ad0456d41aeec1042c0,80a15bdbb3359c8d,,md5_2f08011a62680ad0456d41aeec1042c0,train
118067d5a788373a,PCOS/infected/Image_021.jpg,Image_021.jpg,infected,1,.jpg,16308,True,343,343,RGB,8f4a98686db4ecc35dcc5e162874bbc7,a994acfab08cc3d5,,md5_8f4a98686db4ecc35dcc5e162874bbc7,train
d8b6a076b1797dc9,PCOS/infected/Image_022.jpg,Image_022.jpg,infected,1,.jpg,16308,True,343,343,RGB,8f4a98686db4ecc35dcc5e162874bbc7,a994acfab08cc3d5,,md5_8f4a98686db4ecc35dcc5e162874bbc7,train
a81153c4f6584e4b,PCOS/infected/Image_023.jpg,Image_023.jpg,infected,1,.jpg,11947,True,233,216,RGB,df3530a92b28a46011cfc7fd2dc835b9,d4bc49c136c6e5a9,,md5_df3530a92b28a46011cfc7fd2dc835b9,train
4e96e764975dce9f,PCOS/infected/Image_024.jpg,Image_024.jpg,infected,1,.jpg,11947,True,233,216,RGB,df3530a92b28a46011cfc7fd2dc835b9,d4bc49c136c6e5a9,,md5_df3530a92b28a46011cfc7fd2dc835b9,train
69f9218af56b4648,PCOS/infected/Image_025.jpg,Image_025.jpg,infected,1,.jpg,15337,True,300,300,RGB,749b001ebaa6865f9a42174d96a2b288,80aa5bf5accb52d4,,md5_749b001ebaa6865f9a42174d96a2b288,train
41198245e3b87203,PCOS/infected/Image_026.jpg,Image_026.jpg,infected,1,.jpg,15337,True,300,300,RGB,749b001ebaa6865f9a42174d96a2b288,80aa5bf5accb52d4,,md5_749b001ebaa6865f9a42174d96a2b288,train
6ff62ef2ed2db081,PCOS/infected/Image_027.jpg,Image_027.jpg,infected,1,.jpg,15978,True,343,343,RGB,84070f894b399d3aabaa12cdd5a31310,dba4a192ac8d979c,,md5_84070f894b399d3aabaa12cdd5a31310,val
f4e0a9d90e077f94,PCOS/infected/Image_028.jpg,Image_028.jpg,infected,1,.jpg,15978,True,343,343,RGB,84070f894b399d3aabaa12cdd5a31310,dba4a192ac8d979c,,md5_84070f894b399d3aabaa12cdd5a31310,val
13c5cd093cd7ae74,PCOS/infected/Image_029.jpg,Image_029.jpg,infected,1,.jpg,14227,True,320,320,RGB,232856c64a4bae0862b87564a68cc58a,aa55950c8c47e7b9,,md5_232856c64a4bae0862b87564a68cc58a,train
b86fee4394212472,PCOS/infected/Image_030.jpg,Image_030.jpg,infected,1,.jpg,14227,True,320,320,RGB,232856c64a4bae0862b87564a68cc58a,aa55950c8c47e7b9,,md5_232856c64a4bae0862b87564a68cc58a,train
8f373f6043584bea,PCOS/infected/Image_031.jpg,Image_031.jpg,infected,1,.jpg,13613,True,300,300,RGB,59c60a81da2b1a470c097ffd10d4f829,d634ed499067ad92,,md5_59c60a81da2b1a470c097ffd10d4f829,val
696a864b42c49483,PCOS/infected/Image_032.jpg,Image_032.jpg,infected,1,.jpg,13613,True,300,300,RGB,59c60a81da2b1a470c097ffd10d4f829,d634ed499067ad92,,md5_59c60a81da2b1a470c097ffd10d4f829,val
8350a2434bb596b5,PCOS/infected/Image_033.jpg,Image_033.jpg,infected,1,.jpg,16869,True,343,343,RGB,a31a5e0d278aeac1e65bf985e4a9d29f,d4496bb6781e7234,,md5_a31a5e0d278aeac1e65bf985e4a9d29f,train
34603c43c63b2272,PCOS/infected/Image_034.jpg,Image_034.jpg,infected,1,.jpg,16869,True,343,343,RGB,a31a5e0d278aeac1e65bf985e4a9d29f,d4496bb6781e7234,,md5_a31a5e0d278aeac1e65bf985e4a9d29f,train
6549e8bd4fef49de,PCOS/infected/Image_035.jpg,Image_035.jpg,infected,1,.jpg,16769,True,280,259,RGB,82712649e1a26eb6c4402f2b926a8339,837a1ee559923d89,,md5_82712649e1a26eb6c4402f2b926a8339,train
795d658b7a1dfbfd,PCOS/infected/Image_036.jpg,Image_036.jpg,infected,1,.jpg,16769,True,280,259,RGB,82712649e1a26eb6c4402f2b926a8339,837a1ee559923d89,,md5_82712649e1a26eb6c4402f2b926a8339,train
953b2728a79975a1,PCOS/infected/Image_037.jpg,Image_037.jpg,infected,1,.jpg,9912,True,225,225,RGB,a2d2b77d829dcfdc7ff8bf7269112b6b,816257a1dad5b99a,,md5_a2d2b77d829dcfdc7ff8bf7269112b6b,val
3b3307ebf9eb5d21,PCOS/infected/Image_038.jpg,Image_038.jpg,infected,1,.jpg,9912,True,225,225,RGB,a2d2b77d829dcfdc7ff8bf7269112b6b,816257a1dad5b99a,,md5_a2d2b77d829dcfdc7ff8bf7269112b6b,val
df28ea31102e0a99,PCOS/infected/Image_039.jpg,Image_039.jpg,infected,1,.jpg,10405,True,225,225,RGB,e47fe14870107afe39553e539bbeb100,95bd6ad217485b16,,md5_e47fe14870107afe39553e539bbeb100,train
528499084756e4a3,PCOS/infected/Image_040.jpg,Image_040.jpg,infected,1,.jpg,10405,True,225,225,RGB,e47fe14870107afe39553e539bbeb100,95bd6ad217485b16,,md5_e47fe14870107afe39553e539bbeb100,train
8ca8881618615cee,PCOS/infected/Image_041.jpg,Image_041.jpg,infected,1,.jpg,15070,True,300,300,RGB,d5a6b21236bb402f546d9911f500775f,94b5699236c959d6,,md5_d5a6b21236bb402f546d9911f500775f,train
dea4a579e1be4d7d,PCOS/infected/Image_042.jpg,Image_042.jpg,infected,1,.jpg,15070,True,300,300,RGB,d5a6b21236bb402f546d9911f500775f,94b5699236c959d6,,md5_d5a6b21236bb402f546d9911f500775f,train
509c7ca203221d94,PCOS/infected/Image_043.jpg,Image_043.jpg,infected,1,.jpg,14567,True,300,300,RGB,c77762c89ebf29c83e370f5ade9a638d,94b54bd2c6c9ba86,,md5_c77762c89ebf29c83e370f5ade9a638d,train
8fb93824182e11c7,PCOS/infected/Image_044.jpg,Image_044.jpg,infected,1,.jpg,14567,True,300,300,RGB,c77762c89ebf29c83e370f5ade9a638d,94b54bd2c6c9ba86,,md5_c77762c89ebf29c83e370f5ade9a638d,train
b3426b8b76bcc394,PCOS/infected/Image_045.jpg,Image_045.jpg,infected,1,.jpg,17070,True,343,343,RGB,50d318edc02729c5967a725e53990b20,fc5cebd4bcc0a142,,md5_50d318edc02729c5967a725e53990b20,train
2ed85245029126dd,PCOS/infected/Image_046.jpg,Image_046.jpg,infected,1,.jpg,17070,True,343,343,RGB,50d318edc02729c5967a725e53990b20,fc5cebd4bcc0a142,,md5_50d318edc02729c5967a725e53990b20,train
e738c197495884b9,PCOS/infected/Image_047.jpg,Image_047.jpg,infected,1,.jpg,14276,True,300,300,RGB,ea7659a0169e66ef71021f5b65f68f12,81e4dea8d4a7b8d4,,md5_ea7659a0169e66ef71021f5b65f68f12,val
fc343f93d097e4d0,PCOS/infected/Image_048.jpg,Image_048.jpg,infected,1,.jpg,14276,True,300,300,RGB,ea7659a0169e66ef71021f5b65f68f12,81e4dea8d4a7b8d4,,md5_ea7659a0169e66ef71021f5b65f68f12,val
18520949251d2640,PCOS/infected/Image_049.jpg,Image_049.jpg,infected,1,.jpg,15281,True,280,259,RGB,3851f8dead027850271e8d53942e79f3,87e670956c6cbb12,,md5_3851f8dead027850271e8d53942e79f3,train
c13deedce19b9b7b,PCOS/infected/Image_050.jpg,Image_050.jpg,infected,1,.jpg,15281,True,280,259,RGB,3851f8dead027850271e8d53942e79f3,87e670956c6cbb12,,md5_3851f8dead027850271e8d53942e79f3,train
c3a59bf827a3de35,PCOS/infected/Image_051.jpg,Image_051.jpg,infected,1,.jpg,17699,True,280,259,RGB,a42c924669b73b998663c2e7988046d9,837a5ea5487a3c99,,md5_a42c924669b73b998663c2e7988046d9,train
348a85a149cb4a7e,PCOS/infected/Image_052.jpg,Image_052.jpg,infected,1,.jpg,17699,True,280,259,RGB,a42c924669b73b998663c2e7988046d9,837a5ea5487a3c99,,md5_a42c924669b73b998663c2e7988046d9,train
79b6c14807196383,PCOS/infected/Image_053.jpg,Image_053.jpg,infected,1,.jpg,15030,True,300,300,RGB,557b7f87e6a717a64dda0e01799d8348,942449d3e9bba6ac,,md5_557b7f87e6a717a64dda0e01799d8348,test
36fc830b76f75e7a,PCOS/infected/Image_054.jpg,Image_054.jpg,infected,1,.jpg,15030,True,300,300,RGB,557b7f87e6a717a64dda0e01799d8348,942449d3e9bba6ac,,md5_557b7f87e6a717a64dda0e01799d8348,test
682fa437681386dd,PCOS/infected/Image_055.jpg,Image_055.jpg,infected,1,.jpg,17128,True,280,259,RGB,c6b6037ca6e38e045a29b9bff12564c6,836a5ea56cca339c,,md5_c6b6037ca6e38e045a29b9bff12564c6,train
fa24d53bacccf04c,PCOS/infected/Image_056.jpg,Image_056.jpg,infected,1,.jpg,17128,True,280,259,RGB,c6b6037ca6e38e045a29b9bff12564c6,836a5ea56cca339c,,md5_c6b6037ca6e38e045a29b9bff12564c6,train
01fdaea7f81b1ce5,PCOS/infected/Image_057.jpg,Image_057.jpg,infected,1,.jpg,14406,True,320,320,RGB,9a1189ef98ef26ea1ceb9ce285113f65,a5d6a5a9d88fe214,,md5_9a1189ef98ef26ea1ceb9ce285113f65,train
a5dcc8ad0c322dd8,PCOS/infected/Image_058.jpg,Image_058.jpg,infected,1,.jpg,14406,True,320,320,RGB,9a1189ef98ef26ea1ceb9ce285113f65,a5d6a5a9d88fe214,,md5_9a1189ef98ef26ea1ceb9ce285113f65,train
068a1504bf11d098,PCOS/infected/Image_059.jpg,Image_059.jpg,infected,1,.jpg,9754,True,225,225,RGB,b484fcc7fa116608cd4459b98bd13f5a,d4346bd9626d98b2,,md5_b484fcc7fa116608cd4459b98bd13f5a,train
34b42117d2b27929,PCOS/infected/Image_060.jpg,Image_060.jpg,infected,1,.jpg,9754,True,225,225,RGB,b484fcc7fa116608cd4459b98bd13f5a,d4346bd9626d98b2,,md5_b484fcc7fa116608cd4459b98bd13f5a,train
55186c53d61947f0,PCOS/infected/Image_061.jpg,Image_061.jpg,infected,1,.jpg,13539,True,300,300,RGB,02d904f239b84584ddced148b2aca86d,8028eb5bb63c4dcb,,md5_02d904f239b84584ddced148b2aca86d,train
6e4d31afcbcf5e3b,PCOS/infected/Image_062.jpg,Image_062.jpg,infected,1,.jpg,13539,True,300,300,RGB,02d904f239b84584ddced148b2aca86d,8028eb5bb63c4dcb,,md5_02d904f239b84584ddced148b2aca86d,train
e71e668cf7d2aa42,PCOS/infected/Image_063.jpg,Image_063.jpg,infected,1,.jpg,12697,True,233,216,RGB,9cb9ed4a8890418759ca8a06aca89400,d0b84ac335cdcb72,,md5_9cb9ed4a8890418759ca8a06aca89400,train
0c8caa4a1e6052be,PCOS/infected/Image_064.jpg,Image_064.jpg,infected,1,.jpg,12697,True,233,216,RGB,9cb9ed4a8890418759ca8a06aca89400,d0b84ac335cdcb72,,md5_9cb9ed4a8890418759ca8a06aca89400,train
b683feffd4a863b9,PCOS/infected/Image_065.jpg,Image_065.jpg,infected,1,.jpg,14740,True,300,300,RGB,1331351cb131612020e191494fbb5b20,a0e2d58fc2acc3f4,,md5_1331351cb131612020e191494fbb5b20,train
65b419fd73c1527a,PCOS/infected/Image_066.jpg,Image_066.jpg,infected,1,.jpg,14740,True,300,300,RGB,1331351cb131612020e191494fbb5b20,a0e2d58fc2acc3f4,,md5_1331351cb131612020e191494fbb5b20,train
82c84eb6ead10b3c,PCOS/infected/Image_067.jpg,Image_067.jpg,infected,1,.jpg,12324,True,233,216,RGB,22938c38fd778f601d1b85148262406a,bf4ab8264b3386aa,,md5_22938c38fd778f601d1b85148262406a,train
3a31df874c9e148d,PCOS/infected/Image_068.jpg,Image_068.jpg,infected,1,.jpg,12324,True,233,216,RGB,22938c38fd778f601d1b85148262406a,bf4ab8264b3386aa,,md5_22938c38fd778f601d1b85148262406a,train
22526a7ae139b8ac,PCOS/infected/Image_069.jpg,Image_069.jpg,infected,1,.jpg,16673,True,343,343,RGB,9f165337acadf29890bef3d47dc97a03,f5caebe4cac6c088,,md5_9f165337acadf29890bef3d47dc97a03,train
ea12d7ede49cee3e,PCOS/infected/Image_070.jpg,Image_070.jpg,infected,1,.jpg,16673,True,343,343,RGB,9f165337acadf29890bef3d47dc97a03,f5caebe4cac6c088,,md5_9f165337acadf29890bef3d47dc97a03,train
407dd1adb4198244,PCOS/infected/Image_071.jpg,Image_071.jpg,infected,1,.jpg,14265,True,300,300,RGB,71c1d7122406526d4bf478c70bebc7e0,83617e2ee95cc523,,md5_71c1d7122406526d4bf478c70bebc7e0,test
cd8ee2134e81ff11,PCOS/infected/Image_072.jpg,Image_072.jpg,infected,1,.jpg,14265,True,300,300,RGB,71c1d7122406526d4bf478c70bebc7e0,83617e2ee95cc523,,md5_71c1d7122406526d4bf478c70bebc7e0,test
e576fa19275d9bde,PCOS/infected/Image_073.jpg,Image_073.jpg,infected,1,.jpg,14927,True,343,343,RGB,ea7e4c5f91b822b376c20f0ccd1c801d,daecf1d3a491bc04,,md5_ea7e4c5f91b822b376c20f0ccd1c801d,test
6be23b3056f4671e,PCOS/infected/Image_074.jpg,Image_074.jpg,infected,1,.jpg,14927,True,343,343,RGB,ea7e4c5f91b822b376c20f0ccd1c801d,daecf1d3a491bc04,,md5_ea7e4c5f91b822b376c20f0ccd1c801d,test
dc82d3a058adde91,PCOS/infected/Image_075.jpg,Image_075.jpg,infected,1,.jpg,14649,True,300,300,RGB,4895041f58f93fdbdef7c04ae7031f33,95a8ca97c8b6a4d9,,md5_4895041f58f93fdbdef7c04ae7031f33,test
26b213851e2c59c2,PCOS/infected/Image_076.jpg,Image_076.jpg,infected,1,.jpg,14649,True,300,300,RGB,4895041f58f93fdbdef7c04ae7031f33,95a8ca97c8b6a4d9,,md5_4895041f58f93fdbdef7c04ae7031f33,test
4fcb1ae7106c46a8,PCOS/infected/Image_077.jpg,Image_077.jpg,infected,1,.jpg,16682,True,280,259,RGB,3b3a28e3687410bfb2c0f0281561535a,80571e6a19b5bbc3,,md5_3b3a28e3687410bfb2c0f0281561535a,test
bbe44e8f706177e7,PCOS/infected/Image_078.jpg,Image_078.jpg,infected,1,.jpg,16682,True,280,259,RGB,3b3a28e3687410bfb2c0f0281561535a,80571e6a19b5bbc3,,md5_3b3a28e3687410bfb2c0f0281561535a,test
5f769b357829330e,PCOS/infected/Image_079.jpg,Image_079.jpg,infected,1,.jpg,17140,True,280,259,RGB,b6aa095af86de0db6eb0a07b8a1d6dd4,c057472f5cb28dc3,,md5_b6aa095af86de0db6eb0a07b8a1d6dd4,train
43a8f3f4a576a932,PCOS/infected/Image_080.jpg,Image_080.jpg,infected,1,.jpg,17140,True,280,259,RGB,b6aa095af86de0db6eb0a07b8a1d6dd4,c057472f5cb28dc3,,md5_b6aa095af86de0db6eb0a07b8a1d6dd4,train
c30b87f5abf830d5,PCOS/infected/Image_081.jpg,Image_081.jpg,infected,1,.jpg,16692,True,343,343,RGB,dba520ed70037668ee79748a8d5bea12,d24901b66c9f27bc,,md5_dba520ed70037668ee79748a8d5bea12,train
2ad29d41cdbee20c,PCOS/infected/Image_082.jpg,Image_082.jpg,infected,1,.jpg,16692,True,343,343,RGB,dba520ed70037668ee79748a8d5bea12,d24901b66c9f27bc,,md5_dba520ed70037668ee79748a8d5bea12,train
1f61dc357fdabd32,PCOS/infected/Image_083.jpg,Image_083.jpg,infected,1,.jpg,9861,True,225,225,RGB,826f66082daf2b5ae0f667a52068eb98,aabbd485c8baa558,,md5_826f66082daf2b5ae0f667a52068eb98,train
89b714b76b5b93a9,PCOS/infected/Image_084.jpg,Image_084.jpg,infected,1,.jpg,9861,True,225,225,RGB,826f66082daf2b5ae0f667a52068eb98,aabbd485c8baa558,,md5_826f66082daf2b5ae0f667a52068eb98,train
d2999fb0ff769ca2,PCOS/infected/Image_085.jpg,Image_085.jpg,infected,1,.jpg,12607,True,299,266,RGB,d13d28705561bbde7d45d6c303d5d71b,fc5a95969691c946,,md5_d13d28705561bbde7d45d6c303d5d71b,train
a0908f73674dbf37,PCOS/infected/Image_086.jpg,Image_086.jpg,infected,1,.jpg,12607,True,299,266,RGB,d13d28705561bbde7d45d6c303d5d71b,fc5a95969691c946,,md5_d13d28705561bbde7d45d6c303d5d71b,train
bfa550aecf3fb9bc,PCOS/infected/Image_087.jpg,Image_087.jpg,infected,1,.jpg,12753,True,300,300,RGB,30c113276fbcdec24d76853740a5f259,d2bcedd8a28e106e,,md5_30c113276fbcdec24d76853740a5f259,train
b33124aa561ac936,PCOS/infected/Image_088.jpg,Image_088.jpg,infected,1,.jpg,12753,True,300,300,RGB,30c113276fbcdec24d76853740a5f259,d2bcedd8a28e106e,,md5_30c113276fbcdec24d76853740a5f259,train
7cb97cb4db74d43f,PCOS/infected/Image_089.jpg,Image_089.jpg,infected,1,.jpg,16345,True,280,259,RGB,6b4d125ffdcca4ed31eee1aeb2bcba18,876c3dc970916e72,,md5_6b4d125ffdcca4ed31eee1aeb2bcba18,train
26965525befebec9,PCOS/infected/Image_090.jpg,Image_090.jpg,infected,1,.jpg,16345,True,280,259,RGB,6b4d125ffdcca4ed31eee1aeb2bcba18,876c3dc970916e72,,md5_6b4d125ffdcca4ed31eee1aeb2bcba18,train
7c43bfe04072acb3,PCOS/infected/Image_091.jpg,Image_091.jpg,infected,1,.jpg,13135,True,300,300,RGB,9ff2b7fc653355b2a01c8823b81eaf13,d434a66f9910e2ed,,md5_9ff2b7fc653355b2a01c8823b81eaf13,train
1271c526c9975077,PCOS/infected/Image_092.jpg,Image_092.jpg,infected,1,.jpg,13135,True,300,300,RGB,9ff2b7fc653355b2a01c8823b81eaf13,d434a66f9910e2ed,,md5_9ff2b7fc653355b2a01c8823b81eaf13,train
470ee3a2bc661c0a,PCOS/infected/Image_093.jpg,Image_093.jpg,infected,1,.jpg,13629,True,320,320,RGB,ae9306e485635a8d140b9322278926ec,db6ce419907cde41,,md5_ae9306e485635a8d140b9322278926ec,train
058ea6661f9cd597,PCOS/infected/Image_094.jpg,Image_094.jpg,infected,1,.jpg,13629,True,320,320,RGB,ae9306e485635a8d140b9322278926ec,db6ce419907cde41,,md5_ae9306e485635a8d140b9322278926ec,train
7a338c88bf843e4e,PCOS/infected/Image_095.jpg,Image_095.jpg,infected,1,.jpg,14158,True,320,320,RGB,a7cfb24407a260f70d349ab92b304175,d2e9a996ec8e80f4,,md5_a7cfb24407a260f70d349ab92b304175,train
82a5079aff8666a1,PCOS/infected/Image_096.jpg,Image_096.jpg,infected,1,.jpg,14158,True,320,320,RGB,a7cfb24407a260f70d349ab92b304175,d2e9a996ec8e80f4,,md5_a7cfb24407a260f70d349ab92b304175,train
a5d2ae990b4b94b9,PCOS/infected/Image_097.jpg,Image_097.jpg,infected,1,.jpg,16077,True,343,343,RGB,7e7e7ae41cf528d2b045af87c85e663c,9ba3bd91b4995318,,md5_7e7e7ae41cf528d2b045af87c85e663c,test
4ddafd28dac94c9e,PCOS/infected/Image_098.jpg,Image_098.jpg,infected,1,.jpg,16077,True,343,343,RGB,7e7e7ae41cf528d2b045af87c85e663c,9ba3bd91b4995318,,md5_7e7e7ae41cf528d2b045af87c85e663c,test
3e8ce34efd39b1ad,PCOS/infected/Image_099.jpg,Image_099.jpg,infected,1,.jpg,17331,True,343,343,RGB,8ee6b058c4e0cf6dc3b8bf858360b3b7,ad55a75a162ac48f,,md5_8ee6b058c4e0cf6dc3b8bf858360b3b7,train
6d433fe18a7beac1,PCOS/infected/Image_100.jpg,Image_100.jpg,infected,1,.jpg,17331,True,343,343,RGB,8ee6b058c4e0cf6dc3b8bf858360b3b7,ad55a75a162ac48f,,md5_8ee6b058c4e0cf6dc3b8bf858360b3b7,train
c5df34006bb21482,PCOS/infected/Image_1000.jpg,Image_1000.jpg,infected,1,.jpg,13058,True,300,300,RGB,39a8371d140b817aa31e8e5eae10181a,d434bc6b9b1342ec,,md5_39a8371d140b817aa31e8e5eae10181a,train
95a3c58656b6a639,PCOS/infected/Image_1001.jpg,Image_1001.jpg,infected,1,.jpg,12761,True,233,216,RGB,a88ea03fc47d3d75fc03fe7f2148c15c,837a1ea469c67639,,md5_a88ea03fc47d3d75fc03fe7f2148c15c,train
e52f1d6199fbca7f,PCOS/infected/Image_1002.jpg,Image_1002.jpg,infected,1,.jpg,12761,True,233,216,RGB,a88ea03fc47d3d75fc03fe7f2148c15c,837a1ea469c67639,,md5_a88ea03fc47d3d75fc03fe7f2148c15c,train
1d2acbdba080cf80,PCOS/infected/Image_1003.jpg,Image_1003.jpg,infected,1,.jpg,17633,True,343,343,RGB,84a4ee0c7d01747be4e79a8ca519d277,ed50f252a5e1c32b,,md5_84a4ee0c7d01747be4e79a8ca519d277,train
3f30726cb27d42d5,PCOS/infected/Image_1004.jpg,Image_1004.jpg,infected,1,.jpg,17633,True,343,343,RGB,84a4ee0c7d01747be4e79a8ca519d277,ed50f252a5e1c32b,,md5_84a4ee0c7d01747be4e79a8ca519d277,train
dba564c72ace07b7,PCOS/infected/Image_1005.jpg,Image_1005.jpg,infected,1,.jpg,10123,True,225,225,RGB,6be679ccbd2b110726917a94e5bfb9cd,9528da84e8b7a4db,,md5_6be679ccbd2b110726917a94e5bfb9cd,train
843dfd4e0de43864,PCOS/infected/Image_1006.jpg,Image_1006.jpg,infected,1,.jpg,10123,True,225,225,RGB,6be679ccbd2b110726917a94e5bfb9cd,9528da84e8b7a4db,,md5_6be679ccbd2b110726917a94e5bfb9cd,train
2ee83b8282aeac30,PCOS/infected/Image_1007.jpg,Image_1007.jpg,infected,1,.jpg,10700,True,299,266,RGB,289092406e28a44fc185455884d63540,f89587c7c38693c8,,md5_289092406e28a44fc185455884d63540,train
d5012b72815e897a,PCOS/infected/Image_1008.jpg,Image_1008.jpg,infected,1,.jpg,10700,True,299,266,RGB,289092406e28a44fc185455884d63540,f89587c7c38693c8,,md5_289092406e28a44fc185455884d63540,train
ae1c4ea8fe18187a,PCOS/infected/Image_1009.jpg,Image_1009.jpg,infected,1,.jpg,13922,True,320,320,RGB,96b2b970f921a7b9a6f7042a47eb0799,add4a8ead289ccb4,,md5_96b2b970f921a7b9a6f7042a47eb0799,train
599dd80ed99fa5f2,PCOS/infected/Image_101.jpg,Image_101.jpg,infected,1,.jpg,16139,True,280,259,RGB,823f674f130a9dbc28efd8b0303491d8,debc44d03247ec39,,md5_823f674f130a9dbc28efd8b0303491d8,train
940c1d161ac295a3,PCOS/infected/Image_1010.jpg,Image_1010.jpg,infected,1,.jpg,13922,True,320,320,RGB,96b2b970f921a7b9a6f7042a47eb0799,add4a8ead289ccb4,,md5_96b2b970f921a7b9a6f7042a47eb0799,train
aab97c8736bb8ab7,PCOS/infected/Image_1011.jpg,Image_1011.jpg,infected,1,.jpg,13849,True,320,320,RGB,fc2614bbab92877cada2f67cb70d6321,db64bc932781b287,,md5_fc2614bbab92877cada2f67cb70d6321,val
