image_id,rel_path,class_name,label,exact_group_id,phash,near_group_id,group_size,classes,labels,representative_rel_path,split
67274ddc3c5a55f3,PCOS/infected/Image_020.jpg,infected,1,md5_2f08011a62680ad0456d41aeec1042c0,80a15bdbb3359c8d,phash_000008,6,infected,1,PCOS/infected/Image_019.jpg,train
118067d5a788373a,PCOS/infected/Image_021.jpg,infected,1,md5_8f4a98686db4ecc35dcc5e162874bbc7,a994acfab08cc3d5,phash_000009,6,infected,1,PCOS/infected/Image_021.jpg,val
d8b6a076b1797dc9,PCOS/infected/Image_022.jpg,infected,1,md5_8f4a98686db4ecc35dcc5e162874bbc7,a994acfab08cc3d5,phash_000009,6,infected,1,PCOS/infected/Image_021.jpg,val
a81153c4f6584e4b,PCOS/infected/Image_023.jpg,infected,1,md5_df3530a92b28a46011cfc7fd2dc835b9,d4bc49c136c6e5a9,phash_000010,6,infected,1,PCOS/infected/Image_023.jpg,train
4e96e764975dce9f,PCOS/infected/Image_024.jpg,infected,1,md5_df3530a92b28a46011cfc7fd2dc835b9,d4bc49c136c6e5a9,phash_000010,6,infected,1,PCOS/infected/Image_023.jpg,train
69f9218af56b4648,PCOS/infected/Image_025.jpg,infected,1,md5_749b001ebaa6865f9a42174d96a2b288,80aa5bf5accb52d4,phash_001371,24,infected,1,PCOS/infected/Image_025.jpg,train
41198245e3b87203,PCOS/infected/Image_026.jpg,infected,1,md5_749b001ebaa6865f9a42174d96a2b288,80aa5bf5accb52d4,phash_001371,24,infected,1,PCOS/infected/Image_025.jpg,train
6ff62ef2ed2db081,PCOS/infected/Image_027.jpg,infected,1,md5_84070f894b399d3aabaa12cdd5a31310,dba4a192ac8d979c,phash_000011,6,infected,1,PCOS/infected/Image_027.jpg,train
f4e0a9d90e077f94,PCOS/infected/Image_028.jpg,infected,1,md5_84070f894b399d3aabaa12cdd5a31310,dba4a192ac8d979c,phash_000011,6,infected,1,PCOS/infected/Image_027.jpg,train
13c5cd093cd7ae74,PCOS/infected/Image_029.jpg,infected,1,md5_232856c64a4bae0862b87564a68cc58a,aa55950c8c47e7b9,phash_000012,6,infected,1,PCOS/infected/Image_029.jpg,train
b86fee4394212472,PCOS/infected/Image_030.jpg,infected,1,md5_232856c64a4bae0862b87564a68cc58a,aa55950c8c47e7b9,phash_000012,6,infected,1,PCOS/infected/Image_029.jpg,train
8f373f6043584bea,PCOS/infected/Image_031.jpg,infected,1,md5_59c60a81da2b1a470c097ffd10d4f829,d634ed499067ad92,phash_000013,6,infected,1,PCOS/infected/Image_031.jpg,train
696a864b42c49483,PCOS/infected/Image_032.jpg,infected,1,md5_59c60a81da2b1a470c097ffd10d4f829,d634ed499067ad92,phash_000013,6,infected,1,PCOS/infected/Image_031.jpg,train
8350a2434bb596b5,PCOS/infected/Image_033.jpg,infected,1,md5_a31a5e0d278aeac1e65bf985e4a9d29f,d4496bb6781e7234,phash_000014,6,infected,1,PCOS/infected/Image_033.jpg,train
34603c43c63b2272,PCOS/infected/Image_034.jpg,infected,1,md5_a31a5e0d278aeac1e65bf985e4a9d29f,d4496bb6781e7234,phash_000014,6,infected,1,PCOS/infected/Image_033.jpg,train
6549e8bd4fef49de,PCOS/infected/Image_035.jpg,infected,1,md5_82712649e1a26eb6c4402f2b926a8339,837a1ee559923d89,phash_000015,6,infected,1,PCOS/infected/Image_035.jpg,train
795d658b7a1dfbfd,PCOS/infected/Image_036.jpg,infected,1,md5_82712649e1a26eb6c4402f2b926a8339,837a1ee559923d89,phash_000015,6,infected,1,PCOS/infected/Image_035.jpg,train
953b2728a79975a1,PCOS/infected/Image_037.jpg,infected,1,md5_a2d2b77d829dcfdc7ff8bf7269112b6b,816257a1dad5b99a,phash_000016,6,infected,1,PCOS/infected/Image_037.jpg,train
3b3307ebf9eb5d21,PCOS/infected/Image_038.jpg,infected,1,md5_a2d2b77d829dcfdc7ff8bf7269112b6b,816257a1dad5b99a,phash_000016,6,infected,1,PCOS/infected/Image_037.jpg,train
df28ea31102e0a99,PCOS/infected/Image_039.jpg,infected,1,md5_e47fe14870107afe39553e539bbeb100,95bd6ad217485b16,phash_000065,38,infected,1,PCOS/infected/Image_039.jpg,train
528499084756e4a3,PCOS/infected/Image_040.jpg,infected,1,md5_e47fe14870107afe39553e539bbeb100,95bd6ad217485b16,phash_000065,38,infected,1,PCOS/infected/Image_039.jpg,train
8ca8881618615cee,PCOS/infected/Image_041.jpg,infected,1,md5_d5a6b21236bb402f546d9911f500775f,94b5699236c959d6,phash_000017,6,infected,1,PCOS/infected/Image_041.jpg,train
dea4a579e1be4d7d,PCOS/infected/Image_042.jpg,infected,1,md5_d5a6b21236bb402f546d9911f500775f,94b5699236c959d6,phash_000017,6,infected,1,PCOS/infected/Image_041.jpg,train
509c7ca203221d94,PCOS/infected/Image_043.jpg,infected,1,md5_c77762c89ebf29c83e370f5ade9a638d,94b54bd2c6c9ba86,phash_000018,6,infected,1,PCOS/infected/Image_043.jpg,train
8fb93824182e11c7,PCOS/infected/Image_044.jpg,infected,1,md5_c77762c89ebf29c83e370f5ade9a638d,94b54bd2c6c9ba86,phash_000018,6,infected,1,PCOS/infected/Image_043.jpg,train
b3426b8b76bcc394,PCOS/infected/Image_045.jpg,infected,1,md5_50d318edc02729c5967a725e53990b20,fc5cebd4bcc0a142,phash_000019,6,infected,1,PCOS/infected/Image_045.jpg,val
2ed85245029126dd,PCOS/infected/Image_046.jpg,infected,1,md5_50d318edc02729c5967a725e53990b20,fc5cebd4bcc0a142,phash_000019,6,infected,1,PCOS/infected/Image_045.jpg,val
e738c197495884b9,PCOS/infected/Image_047.jpg,infected,1,md5_ea7659a0169e66ef71021f5b65f68f12,81e4dea8d4a7b8d4,phash_000020,6,infected,1,PCOS/infected/Image_047.jpg,train
fc343f93d097e4d0,PCOS/infected/Image_048.jpg,infected,1,md5_ea7659a0169e66ef71021f5b65f68f12,81e4dea8d4a7b8d4,phash_000020,6,infected,1,PCOS/infected/Image_047.jpg,train
18520949251d2640,PCOS/infected/Image_049.jpg,infected,1,md5_3851f8dead027850271e8d53942e79f3,87e670956c6cbb12,phash_000021,6,infected,1,PCOS/infected/Image_049.jpg,train
c13deedce19b9b7b,PCOS/infected/Image_050.jpg,infected,1,md5_3851f8dead027850271e8d53942e79f3,87e670956c6cbb12,phash_000021,6,infected,1,PCOS/infected/Image_049.jpg,train
c3a59bf827a3de35,PCOS/infected/Image_051.jpg,infected,1,md5_a42c924669b73b998663c2e7988046d9,837a5ea5487a3c99,phash_000022,6,infected,1,PCOS/infected/Image_051.jpg,train
348a85a149cb4a7e,PCOS/infected/Image_052.jpg,infected,1,md5_a42c924669b73b998663c2e7988046d9,837a5ea5487a3c99,phash_000022,6,infected,1,PCOS/infected/Image_051.jpg,train
79b6c14807196383,PCOS/infected/Image_053.jpg,infected,1,md5_557b7f87e6a717a64dda0e01799d8348,942449d3e9bba6ac,phash_000023,6,infected,1,PCOS/infected/Image_053.jpg,train
36fc830b76f75e7a,PCOS/infected/Image_054.jpg,infected,1,md5_557b7f87e6a717a64dda0e01799d8348,942449d3e9bba6ac,phash_000023,6,infected,1,PCOS/infected/Image_053.jpg,train
682fa437681386dd,PCOS/infected/Image_055.jpg,infected,1,md5_c6b6037ca6e38e045a29b9bff12564c6,836a5ea56cca339c,phash_000024,6,infected,1,PCOS/infected/Image_055.jpg,test
fa24d53bacccf04c,PCOS/infected/Image_056.jpg,infected,1,md5_c6b6037ca6e38e045a29b9bff12564c6,836a5ea56cca339c,phash_000024,6,infected,1,PCOS/infected/Image_055.jpg,test
01fdaea7f81b1ce5,PCOS/infected/Image_057.jpg,infected,1,md5_9a1189ef98ef26ea1ceb9ce285113f65,a5d6a5a9d88fe214,phash_000025,6,infected,1,PCOS/infected/Image_057.jpg,train
a5dcc8ad0c322dd8,PCOS/infected/Image_058.jpg,infected,1,md5_9a1189ef98ef26ea1ceb9ce285113f65,a5d6a5a9d88fe214,phash_000025,6,infected,1,PCOS/infected/Image_057.jpg,train
068a1504bf11d098,PCOS/infected/Image_059.jpg,infected,1,md5_b484fcc7fa116608cd4459b98bd13f5a,d4346bd9626d98b2,phash_000026,6,infected,1,PCOS/infected/Image_059.jpg,train
34b42117d2b27929,PCOS/infected/Image_060.jpg,infected,1,md5_b484fcc7fa116608cd4459b98bd13f5a,d4346bd9626d98b2,phash_000026,6,infected,1,PCOS/infected/Image_059.jpg,train
55186c53d61947f0,PCOS/infected/Image_061.jpg,infected,1,md5_02d904f239b84584ddced148b2aca86d,8028eb5bb63c4dcb,phash_000027,18,infected,1,PCOS/infected/Image_061.jpg,test
6e4d31afcbcf5e3b,PCOS/infected/Image_062.jpg,infected,1,md5_02d904f239b84584ddced148b2aca86d,8028eb5bb63c4dcb,phash_000027,18,infected,1,PCOS/infected/Image_061.jpg,test
e71e668cf7d2aa42,PCOS/infected/Image_063.jpg,infected,1,md5_9cb9ed4a8890418759ca8a06aca89400,d0b84ac335cdcb72,phash_000028,17,infected,1,PCOS/infected/Image_063.jpg,train
0c8caa4a1e6052be,PCOS/infected/Image_064.jpg,infected,1,md5_9cb9ed4a8890418759ca8a06aca89400,d0b84ac335cdcb72,phash_000028,17,infected,1,PCOS/infected/Image_063.jpg,train
b683feffd4a863b9,PCOS/infected/Image_065.jpg,infected,1,md5_1331351cb131612020e191494fbb5b20,a0e2d58fc2acc3f4,phash_000029,6,infected,1,PCOS/infected/Image_065.jpg,train
65b419fd73c1527a,PCOS/infected/Image_066.jpg,infected,1,md5_1331351cb131612020e191494fbb5b20,a0e2d58fc2acc3f4,phash_000029,6,infected,1,PCOS/infected/Image_065.jpg,train
82c84eb6ead10b3c,PCOS/infected/Image_067.jpg,infected,1,md5_22938c38fd778f601d1b85148262406a,bf4ab8264b3386aa,phash_000030,6,infected,1,PCOS/infected/Image_067.jpg,train
3a31df874c9e148d,PCOS/infected/Image_068.jpg,infected,1,md5_22938c38fd778f601d1b85148262406a,bf4ab8264b3386aa,phash_000030,6,infected,1,PCOS/infected/Image_067.jpg,train
22526a7ae139b8ac,PCOS/infected/Image_069.jpg,infected,1,md5_9f165337acadf29890bef3d47dc97a03,f5caebe4cac6c088,phash_000031,6,infected,1,PCOS/infected/Image_069.jpg,train
ea12d7ede49cee3e,PCOS/infected/Image_070.jpg,infected,1,md5_9f165337acadf29890bef3d47dc97a03,f5caebe4cac6c088,phash_000031,6,infected,1,PCOS/infected/Image_069.jpg,train
407dd1adb4198244,PCOS/infected/Image_071.jpg,infected,1,md5_71c1d7122406526d4bf478c70bebc7e0,83617e2ee95cc523,phash_000032,6,infected,1,PCOS/infected/Image_071.jpg,train
cd8ee2134e81ff11,PCOS/infected/Image_072.jpg,infected,1,md5_71c1d7122406526d4bf478c70bebc7e0,83617e2ee95cc523,phash_000032,6,infected,1,PCOS/infected/Image_071.jpg,train
e576fa19275d9bde,PCOS/infected/Image_073.jpg,infected,1,md5_ea7e4c5f91b822b376c20f0ccd1c801d,daecf1d3a491bc04,phash_000033,6,infected,1,PCOS/infected/Image_073.jpg,test
6be23b3056f4671e,PCOS/infected/Image_074.jpg,infected,1,md5_ea7e4c5f91b822b376c20f0ccd1c801d,daecf1d3a491bc04,phash_000033,6,infected,1,PCOS/infected/Image_073.jpg,test
dc82d3a058adde91,PCOS/infected/Image_075.jpg,infected,1,md5_4895041f58f93fdbdef7c04ae7031f33,95a8ca97c8b6a4d9,phash_000034,16,infected,1,PCOS/infected/Image_075.jpg,val
26b213851e2c59c2,PCOS/infected/Image_076.jpg,infected,1,md5_4895041f58f93fdbdef7c04ae7031f33,95a8ca97c8b6a4d9,phash_000034,16,infected,1,PCOS/infected/Image_075.jpg,val
4fcb1ae7106c46a8,PCOS/infected/Image_077.jpg,infected,1,md5_3b3a28e3687410bfb2c0f0281561535a,80571e6a19b5bbc3,phash_000035,6,infected,1,PCOS/infected/Image_077.jpg,val
bbe44e8f706177e7,PCOS/infected/Image_078.jpg,infected,1,md5_3b3a28e3687410bfb2c0f0281561535a,80571e6a19b5bbc3,phash_000035,6,infected,1,PCOS/infected/Image_077.jpg,val
5f769b357829330e,PCOS/infected/Image_079.jpg,infected,1,md5_b6aa095af86de0db6eb0a07b8a1d6dd4,c057472f5cb28dc3,phash_000036,6,infected,1,PCOS/infected/Image_079.jpg,train
43a8f3f4a576a932,PCOS/infected/Image_080.jpg,infected,1,md5_b6aa095af86de0db6eb0a07b8a1d6dd4,c057472f5cb28dc3,phash_000036,6,infected,1,PCOS/infected/Image_079.jpg,train
c30b87f5abf830d5,PCOS/infected/Image_081.jpg,infected,1,md5_dba520ed70037668ee79748a8d5bea12,d24901b66c9f27bc,phash_000037,6,infected,1,PCOS/infected/Image_081.jpg,train
2ad29d41cdbee20c,PCOS/infected/Image_082.jpg,infected,1,md5_dba520ed70037668ee79748a8d5bea12,d24901b66c9f27bc,phash_000037,6,infected,1,PCOS/infected/Image_081.jpg,train
1f61dc357fdabd32,PCOS/infected/Image_083.jpg,infected,1,md5_826f66082daf2b5ae0f667a52068eb98,aabbd485c8baa558,phash_000038,12,infected,1,PCOS/infected/Image_083.jpg,train
89b714b76b5b93a9,PCOS/infected/Image_084.jpg,infected,1,md5_826f66082daf2b5ae0f667a52068eb98,aabbd485c8baa558,phash_000038,12,infected,1,PCOS/infected/Image_083.jpg,train
d2999fb0ff769ca2,PCOS/infected/Image_085.jpg,infected,1,md5_d13d28705561bbde7d45d6c303d5d71b,fc5a95969691c946,phash_000039,6,infected,1,PCOS/infected/Image_085.jpg,train
a0908f73674dbf37,PCOS/infected/Image_086.jpg,infected,1,md5_d13d28705561bbde7d45d6c303d5d71b,fc5a95969691c946,phash_000039,6,infected,1,PCOS/infected/Image_085.jpg,train
bfa550aecf3fb9bc,PCOS/infected/Image_087.jpg,infected,1,md5_30c113276fbcdec24d76853740a5f259,d2bcedd8a28e106e,phash_000040,6,infected,1,PCOS/infected/Image_087.jpg,train
b33124aa561ac936,PCOS/infected/Image_088.jpg,infected,1,md5_30c113276fbcdec24d76853740a5f259,d2bcedd8a28e106e,phash_000040,6,infected,1,PCOS/infected/Image_087.jpg,train
7cb97cb4db74d43f,PCOS/infected/Image_089.jpg,infected,1,md5_6b4d125ffdcca4ed31eee1aeb2bcba18,876c3dc970916e72,phash_000041,6,infected,1,PCOS/infected/Image_089.jpg,train
26965525befebec9,PCOS/infected/Image_090.jpg,infected,1,md5_6b4d125ffdcca4ed31eee1aeb2bcba18,876c3dc970916e72,phash_000041,6,infected,1,PCOS/infected/Image_089.jpg,train
7c43bfe04072acb3,PCOS/infected/Image_091.jpg,infected,1,md5_9ff2b7fc653355b2a01c8823b81eaf13,d434a66f9910e2ed,phash_000042,6,infected,1,PCOS/infected/Image_091.jpg,test
1271c526c9975077,PCOS/infected/Image_092.jpg,infected,1,md5_9ff2b7fc653355b2a01c8823b81eaf13,d434a66f9910e2ed,phash_000042,6,infected,1,PCOS/infected/Image_091.jpg,test
470ee3a2bc661c0a,PCOS/infected/Image_093.jpg,infected,1,md5_ae9306e485635a8d140b9322278926ec,db6ce419907cde41,phash_000043,6,infected,1,PCOS/infected/Image_093.jpg,train
058ea6661f9cd597,PCOS/infected/Image_094.jpg,infected,1,md5_ae9306e485635a8d140b9322278926ec,db6ce419907cde41,phash_000043,6,infected,1,PCOS/infected/Image_093.jpg,train
7a338c88bf843e4e,PCOS/infected/Image_095.jpg,infected,1,md5_a7cfb24407a260f70d349ab92b304175,d2e9a996ec8e80f4,phash_000044,6,infected,1,PCOS/infected/Image_095.jpg,val
82a5079aff8666a1,PCOS/infected/Image_096.jpg,infected,1,md5_a7cfb24407a260f70d349ab92b304175,d2e9a996ec8e80f4,phash_000044,6,infected,1,PCOS/infected/Image_095.jpg,val
a5d2ae990b4b94b9,PCOS/infected/Image_097.jpg,infected,1,md5_7e7e7ae41cf528d2b045af87c85e663c,9ba3bd91b4995318,phash_000045,6,infected,1,PCOS/infected/Image_097.jpg,train
4ddafd28dac94c9e,PCOS/infected/Image_098.jpg,infected,1,md5_7e7e7ae41cf528d2b045af87c85e663c,9ba3bd91b4995318,phash_000045,6,infected,1,PCOS/infected/Image_097.jpg,train
3e8ce34efd39b1ad,PCOS/infected/Image_099.jpg,infected,1,md5_8ee6b058c4e0cf6dc3b8bf858360b3b7,ad55a75a162ac48f,phash_000046,6,infected,1,PCOS/infected/Image_099.jpg,test
6d433fe18a7beac1,PCOS/infected/Image_100.jpg,infected,1,md5_8ee6b058c4e0cf6dc3b8bf858360b3b7,ad55a75a162ac48f,phash_000046,6,infected,1,PCOS/infected/Image_099.jpg,test
c5df34006bb21482,PCOS/infected/Image_1000.jpg,infected,1,md5_39a8371d140b817aa31e8e5eae10181a,d434bc6b9b1342ec,phash_000469,6,infected,1,PCOS/infected/Image_1000.jpg,val
95a3c58656b6a639,PCOS/infected/Image_1001.jpg,infected,1,md5_a88ea03fc47d3d75fc03fe7f2148c15c,837a1ea469c67639,phash_000047,6,infected,1,PCOS/infected/Image_1001.jpg,test
e52f1d6199fbca7f,PCOS/infected/Image_1002.jpg,infected,1,md5_a88ea03fc47d3d75fc03fe7f2148c15c,837a1ea469c67639,phash_000047,6,infected,1,PCOS/infected/Image_1001.jpg,test
1d2acbdba080cf80,PCOS/infected/Image_1003.jpg,infected,1,md5_84a4ee0c7d01747be4e79a8ca519d277,ed50f252a5e1c32b,phash_000048,6,infected,1,PCOS/infected/Image_1003.jpg,train
3f30726cb27d42d5,PCOS/infected/Image_1004.jpg,infected,1,md5_84a4ee0c7d01747be4e79a8ca519d277,ed50f252a5e1c32b,phash_000048,6,infected,1,PCOS/infected/Image_1003.jpg,train
dba564c72ace07b7,PCOS/infected/Image_1005.jpg,infected,1,md5_6be679ccbd2b110726917a94e5bfb9cd,9528da84e8b7a4db,phash_000049,6,infected,1,PCOS/infected/Image_1005.jpg,val
843dfd4e0de43864,PCOS/infected/Image_1006.jpg,infected,1,md5_6be679ccbd2b110726917a94e5bfb9cd,9528da84e8b7a4db,phash_000049,6,infected,1,PCOS/infected/Image_1005.jpg,val
2ee83b8282aeac30,PCOS/infected/Image_1007.jpg,infected,1,md5_289092406e28a44fc185455884d63540,f89587c7c38693c8,phash_000050,6,infected,1,PCOS/infected/Image_1007.jpg,test
d5012b72815e897a,PCOS/infected/Image_1008.jpg,infected,1,md5_289092406e28a44fc185455884d63540,f89587c7c38693c8,phash_000050,6,infected,1,PCOS/infected/Image_1007.jpg,test
ae1c4ea8fe18187a,PCOS/infected/Image_1009.jpg,infected,1,md5_96b2b970f921a7b9a6f7042a47eb0799,add4a8ead289ccb4,phash_000051,6,infected,1,PCOS/infected/Image_1009.jpg,train
599dd80ed99fa5f2,PCOS/infected/Image_101.jpg,infected,1,md5_823f674f130a9dbc28efd8b0303491d8,debc44d03247ec39,phash_000056,6,infected,1,PCOS/infected/Image_101.jpg,train
940c1d161ac295a3,PCOS/infected/Image_1010.jpg,infected,1,md5_96b2b970f921a7b9a6f7042a47eb0799,add4a8ead289ccb4,phash_000051,6,infected,1,PCOS/infected/Image_1009.jpg,train
aab97c8736bb8ab7,PCOS/infected/Image_1011.jpg,infected,1,md5_fc2614bbab92877cada2f67cb70d6321,db64bc932781b287,phash_000052,6,infected,1,PCOS/infected/Image_1011.jpg,test
4bb99b3c59943fbe,PCOS/infected/Image_1012.jpg,infected,1,md5_fc2614bbab92877cada2f67cb70d6321,db64bc932781b287,phash_000052,6,infected,1,PCOS/infected/Image_1011.jpg,test
a0b73b2d756daad2,PCOS/infected/Image_1013.jpg,infected,1,md5_60177d2f69342ebdd49859d72fe7d6e7,8e2bab48b62f4dc1,phash_000053,6,infected,1,PCOS/infected/Image_1013.jpg,val
10d20cd4ddcd2c77,PCOS/infected/Image_1014.jpg,infected,1,md5_60177d2f69342ebdd49859d72fe7d6e7,8e2bab48b62f4dc1,phash_000053,6,infected,1,PCOS/infected/Image_1013.jpg,val
2acf823feb9d79cc,PCOS/infected/Image_1015.jpg,infected,1,md5_55ccd6af571a526c53f73f8fa94acec8,87e8d4a1daa6ab46,phash_000054,16,infected,1,PCOS/infected/Image_1015.jpg,train
2afc8934878429b4,PCOS/infected/Image_1016.jpg,infected,1,md5_55ccd6af571a526c53f73f8fa94acec8,87e8d4a1daa6ab46,phash_000054,16,infected,1,PCOS/infected/Image_1015.jpg,train
8faa831cdd4a51f6,PCOS/infected/Image_1017.jpg,infected,1,md5_67d050a5fd29a832874196fa34d38b42,9558da16a763f11a,phash_000055,6,infected,1,PCOS/infected/Image_1017.jpg,test
cec153a26523f207,PCOS/infected/Image_1018.jpg,infected,1,md5_67d050a5fd29a832874196fa34d38b42,9558da16a763f11a,phash_000055,6,infected,1,PCOS/infected/Image_1017.jpg,test
c90b4e13d9c31ac4,PCOS/infected/Image_1019.jpg,infected,1,md5_b554684bc0a1683632af845368271731,a9d485aad2b88ee3,phash_000057,6,infected,1,PCOS/infected/Image_1019.jpg,train
5ec208c2b597cdbe,PCOS/infected/Image_102.jpg,infected,1,md5_823f674f130a9dbc28efd8b0303491d8,debc44d03247ec39,phash_000056,6,infected,1,PCOS/infected/Image_101.jpg,train
33ed10f5f55e02c8,PCOS/infected/Image_1020.jpg,infected,1,md5_b554684bc0a1683632af845368271731,a9d485aad2b88ee3,phash_000057,6,infected,1,PCOS/infected/Image_1019.jpg,train
ee9528ee1ec6f515,PCOS/infected/Image_1021.jpg,infected,1,md5_871a7906ea9a2846c2397832772373ee,94b1cb93e4b8b6e0,phash_000058,6,infected,1,PCOS/infected/Image_1021.jpg,train
d49ba0cc7983f635,PCOS/infected/Image_1022.jpg,infected,1,md5_871a7906ea9a2846c2397832772373ee,94b1cb93e4b8b6e0,phash_000058,6,infected,1,PCOS/infected/Image_1021.jpg,train
85e61ebaf87fce98,PCOS/infected/Image_1023.jpg,infected,1,md5_8dc9acd28b3cd510b35d2aab3bab7873,806a57ac4f553d2b,phash_001393,26,infected,1,PCOS/infected/Image_1023.jpg,val
cd64d9a79986ed0f,PCOS/infected/Image_1024.jpg,infected,1,md5_8dc9acd28b3cd510b35d2aab3bab7873,806a57ac4f553d2b,phash_001393,26,infected,1,PCOS/infected/Image_1023.jpg,val
e1edf4f20b822da6,PCOS/infected/Image_103.jpg,infected,1,md5_c52a77d9fe3eb7d563c09b3236bfd748,d53d6adb42681b86,phash_000059,6,infected,1,PCOS/infected/Image_103.jpg,train
362f7cd285387cae,PCOS/infected/Image_104.jpg,infected,1,md5_c52a77d9fe3eb7d563c09b3236bfd748,d53d6adb42681b86,phash_000059,6,infected,1,PCOS/infected/Image_103.jpg,train
b2c39b702716949a,PCOS/infected/Image_105.jpg,infected,1,md5_f0ea962bdc6460589172fedee5887c45,853d5a97645a1774,phash_000329,33,infected,1,PCOS/infected/Image_105.jpg,val
0ced572284d5f669,PCOS/infected/Image_106.jpg,infected,1,md5_f0ea962bdc6460589172fedee5887c45,853d5a97645a1774,phash_000329,33,infected,1,PCOS/infected/Image_105.jpg,val
3ba2e1212264378b,PCOS/infected/Image_107.jpg,infected,1,md5_13390910b4294eacaa020c72cb2c9d59,ff9480e0e8939d4e,phash_000060,6,infected,1,PCOS/infected/Image_107.jpg,test
dda63ce80482be77,PCOS/infected/Image_108.jpg,infected,1,md5_13390910b4294eacaa020c72cb2c9d59,ff9480e0e8939d4e,phash_000060,6,infected,1,PCOS/infected/Image_107.jpg,test
554a436b43bbe1ee,PCOS/infected/Image_109.jpg,infected,1,md5_58de230fb4e813fd564ee278b302cedd,f858b594b5994936,phash_000061,6,infected,1,PCOS/infected/Image_109.jpg,train
59bc4d274dcbbcec,PCOS/infected/Image_110.jpg,infected,1,md5_58de230fb4e813fd564ee278b302cedd,f858b594b5994936,phash_000061,6,infected,1,PCOS/infected/Image_109.jpg,train
